medication_id,medication_name,drug_class,dose_band,dominant_effect,pharmacological_target,receptor_or_mechanism,anxiety_score,sleep_score,mood_score,energy_score,cognition_score,sedation_risk,weight_gain_risk,extrapyramidal_risk,explanation_for_motor,current_source_status,source_required,source_reference,integration_status,drug_class_source,dose_band_source,dominant_effect_source,pharmacological_target_source,receptor_or_mechanism_source,anxiety_score_source,sleep_score_source,mood_score_source,energy_score_source,cognition_score_source,sedation_risk_source,weight_gain_risk_source,extrapyramidal_risk_source,source_legend
zopiclona,Zopiclona,Hipnotico Z,"3,75 mg a noite: menor dose/idosos. 7,5 mg a noite: dose adulta usual onde aprovada. Maior exposicao aumenta sedacao, gosto metalico, amnesia, quedas e dependencia. (BNF)",MESMO_MECANISMO_MAIOR_EXPOSICAO_OU_PERFIL_DEPENDENTE_DE_CONTEXTO (BNF),"insonia, sedacao (BNF)",Modulacao GABA-A por receptor benzodiazepinico; hipnotico. (BNF),0,5,0,0,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,Zopiclona: registro preliminar adicional. Usar apenas como suporte em revisao ate confirmacao por bula/formulacao adotada no Brasil.,source_reference_mapped_pending_formal_review,UK/European SmPC zopiclona; BNF; bula local quando disponivel,UK/European SmPC zopiclona; BNF; bula local quando disponivel; DM:PENDENTE_PESQUISAR,backlog_only,Fonte enviada pelo fundador; revisao formal pendente,UK/European SmPC zopiclona; BNF; bula local quando disponivel,UK/European SmPC zopiclona; BNF; bula local quando disponivel,UK/European SmPC zopiclona; BNF; bula local quando disponivel,UK/European SmPC zopiclona; BNF; bula local quando disponivel,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,TM=Tabela Motor/local; DM=DailyMed/FDA; ST-E=Stahl Essential; ST-PG=Stahl Prescriber; GG=Goodman Gilman; APA=American Psychiatric Association; NICE=NICE; EMA=European Medicines Agency; ANVISA=Agencia regulatoria brasileira
eszopiclona,Eszopiclona,Hipnotico Z,1 mg a noite: inducao do sono. 2-3 mg a noite: maior efeito em manutencao do sono com maior risco de prejuizo no dia seguinte. (DM/GG),MESMO_MECANISMO_MAIOR_EXPOSICAO_OU_PERFIL_DEPENDENTE_DE_CONTEXTO (DM/GG),"insonia, sedacao (DM/GG)",Modulacao GABA-A; mesmo mecanismo ao longo da faixa. (DM/GG),0,5,0,0,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,Eszopiclona: registro preliminar adicional. Usar apenas como suporte em revisao ate confirmacao por bula/formulacao adotada no Brasil.,official_label_located_pending_formal_review,FDA/Lunesta; diretrizes de insonia; Goodman & Gilman,FDA/Lunesta; diretrizes de insonia; Goodman & Gilman; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c4ff1d6a-918e-c046-e053-2a95a90a9c9b,backlog_only,Fonte enviada pelo fundador; revisao formal pendente,FDA/Lunesta; diretrizes de insonia; Goodman & Gilman,FDA/Lunesta; diretrizes de insonia; Goodman & Gilman,FDA/Lunesta; diretrizes de insonia; Goodman & Gilman,FDA/Lunesta; diretrizes de insonia; Goodman & Gilman,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,TM=Tabela Motor/local; DM=DailyMed/FDA; ST-E=Stahl Essential; ST-PG=Stahl Prescriber; GG=Goodman Gilman; APA=American Psychiatric Association; NICE=NICE; EMA=European Medicines Agency; ANVISA=Agencia regulatoria brasileira
buspirona,Buspirona,Ansiolitico nao benzodiazepinico,"5 mg 2-3 vezes/dia ou 7,5 mg duas vezes/dia: inicio. 20-30 mg/dia: faixa terapeutica comum. Ate 60 mg/dia: limite descrito em algumas bulas. (DM/ST-E/GG)",MESMO_MECANISMO_MAIOR_EXPOSICAO_OU_PERFIL_DEPENDENTE_DE_CONTEXTO (DM/ST-E/GG),"ansiedade, TAG (DM/ST-E/GG)",Agonismo parcial 5-HT1A; nao tem efeito imediato semelhante a benzodiazepinico. (DM/ST-E/GG),4,0,0,1,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,Buspirona: registro preliminar adicional. Usar apenas como suporte em revisao ate confirmacao por bula/formulacao adotada no Brasil.,official_label_located_pending_formal_review,FDA/DailyMed buspirona; Stahl; Goodman & Gilman; diretrizes de ansiedade,FDA/DailyMed buspirona; Stahl; Goodman & Gilman; diretrizes de ansiedade; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f101c5f3-d533-474d-a8bf-90d054933d16,backlog_only,Fonte enviada pelo fundador; revisao formal pendente,FDA/DailyMed buspirona; Stahl; Goodman & Gilman; diretrizes de ansiedade,FDA/DailyMed buspirona; Stahl; Goodman & Gilman; diretrizes de ansiedade,FDA/DailyMed buspirona; Stahl; Goodman & Gilman; diretrizes de ansiedade,FDA/DailyMed buspirona; Stahl; Goodman & Gilman; diretrizes de ansiedade,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,TM=Tabela Motor/local; DM=DailyMed/FDA; ST-E=Stahl Essential; ST-PG=Stahl Prescriber; GG=Goodman Gilman; APA=American Psychiatric Association; NICE=NICE; EMA=European Medicines Agency; ANVISA=Agencia regulatoria brasileira
metilfenidato_ir,Metilfenidato IR,Estimulante TDAH,5 mg uma ou duas vezes/dia: inicio frequente. 20-60 mg/dia: faixa comum dividida; limite depende da bula e idade. (DM/ANVISA/GG/NICE),MESMO_MECANISMO_MAIOR_EXPOSICAO_OU_PERFIL_DEPENDENTE_DE_CONTEXTO (DM/ANVISA/GG/NICE),"TDAH, energia, atencao (DM/ANVISA/GG/NICE)",Inibicao da recaptacao de dopamina e noradrenalina; maior dose prolonga/intensifica beneficio e efeitos adversos. (DM/ANVISA/GG/NICE),1,0,0,5,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,Metilfenidato IR: registro preliminar adicional. Usar apenas como suporte em revisao ate confirmacao por bula/formulacao adotada no Brasil.,official_label_located_pending_formal_review,FDA/Ritalin; Anvisa; NICE ADHD; AAP; Goodman & Gilman,FDA/Ritalin; Anvisa; NICE ADHD; AAP; Goodman & Gilman; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=defc1205-8e90-4b1e-b862-05e4c35c7364,backlog_only,Fonte enviada pelo fundador; revisao formal pendente,FDA/Ritalin; Anvisa; NICE ADHD; AAP; Goodman & Gilman,FDA/Ritalin; Anvisa; NICE ADHD; AAP; Goodman & Gilman,FDA/Ritalin; Anvisa; NICE ADHD; AAP; Goodman & Gilman,FDA/Ritalin; Anvisa; NICE ADHD; AAP; Goodman & Gilman,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,TM=Tabela Motor/local; DM=DailyMed/FDA; ST-E=Stahl Essential; ST-PG=Stahl Prescriber; GG=Goodman Gilman; APA=American Psychiatric Association; NICE=NICE; EMA=European Medicines Agency; ANVISA=Agencia regulatoria brasileira
metilfenidato_lp,Metilfenidato LP,Estimulante TDAH,Dose depende da tecnologia LA/OROS/liberacao modificada. Maior dose aumenta duracao e exposicao; nao cria novo mecanismo. Nao converter mg por mg entre produtos sem regra especifica. (DM/ANVISA/NICE),MESMO_MECANISMO_MAIOR_EXPOSICAO_OU_PERFIL_DEPENDENTE_DE_CONTEXTO (DM/ANVISA/NICE),"TDAH, energia, atencao (DM/ANVISA/NICE)",Inibicao da recaptacao de dopamina e noradrenalina; perfil farmacocinetico dependente da formulacao. (DM/ANVISA/NICE),1,0,0,5,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,Metilfenidato LP: registro preliminar adicional. Usar apenas como suporte em revisao ate confirmacao por bula/formulacao adotada no Brasil.,official_label_located_pending_formal_review,FDA/Concerta e rotulo especifico; Anvisa; NICE ADHD,FDA/Concerta e rotulo especifico; Anvisa; NICE ADHD; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=defc1205-8e90-4b1e-b862-05e4c35c7364,backlog_only,Fonte enviada pelo fundador; revisao formal pendente,FDA/Concerta e rotulo especifico; Anvisa; NICE ADHD,FDA/Concerta e rotulo especifico; Anvisa; NICE ADHD,FDA/Concerta e rotulo especifico; Anvisa; NICE ADHD,FDA/Concerta e rotulo especifico; Anvisa; NICE ADHD,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,TM=Tabela Motor/local; DM=DailyMed/FDA; ST-E=Stahl Essential; ST-PG=Stahl Prescriber; GG=Goodman Gilman; APA=American Psychiatric Association; NICE=NICE; EMA=European Medicines Agency; ANVISA=Agencia regulatoria brasileira
lisdexanfetamina,Lisdexanfetamina,Estimulante TDAH,30 mg pela manha: inicio comum. 50-70 mg/dia: maior efeito estimulante; 70 mg costuma ser limite diario em bulas. (DM/ANVISA/GG/NICE),MESMO_MECANISMO_MAIOR_EXPOSICAO_OU_PERFIL_DEPENDENTE_DE_CONTEXTO (DM/ANVISA/GG/NICE),"TDAH, energia, compulsao alimentar (DM/ANVISA/GG/NICE)","Pro-farmaco de dextroanfetamina; maior exposicao aumenta insonia, reducao do apetite, frequencia cardiaca e risco de uso indevido. (DM/ANVISA/GG/NICE)",1,0,0,5,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,Lisdexanfetamina: registro preliminar adicional. Usar apenas como suporte em revisao ate confirmacao por bula/formulacao adotada no Brasil.,official_label_located_pending_formal_review,FDA/Vyvanse; Anvisa; NICE ADHD; Goodman & Gilman,FDA/Vyvanse; Anvisa; NICE ADHD; Goodman & Gilman; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c56b4712-2fb8-4c7a-bfbd-0401d9f5f92a,backlog_only,Fonte enviada pelo fundador; revisao formal pendente,FDA/Vyvanse; Anvisa; NICE ADHD; Goodman & Gilman,FDA/Vyvanse; Anvisa; NICE ADHD; Goodman & Gilman,FDA/Vyvanse; Anvisa; NICE ADHD; Goodman & Gilman,FDA/Vyvanse; Anvisa; NICE ADHD; Goodman & Gilman,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,TM=Tabela Motor/local; DM=DailyMed/FDA; ST-E=Stahl Essential; ST-PG=Stahl Prescriber; GG=Goodman Gilman; APA=American Psychiatric Association; NICE=NICE; EMA=European Medicines Agency; ANVISA=Agencia regulatoria brasileira
atomoxetina,Atomoxetina,Nao estimulante TDAH,"Adultos frequentemente iniciam em 40 mg/dia, alvo comum 80 mg/dia, ate 100 mg/dia. Criancas/adolescentes: titulacao baseada em peso. (DM/ANVISA/GG/NICE)",MESMO_MECANISMO_MAIOR_EXPOSICAO_OU_PERFIL_DEPENDENTE_DE_CONTEXTO (DM/ANVISA/GG/NICE),"TDAH, noradrenalina, atencao (DM/ANVISA/GG/NICE)","Inibidor seletivo do transportador de noradrenalina; efeito gradual, nao imediato. (DM/ANVISA/GG/NICE)",2,0,0,3,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,Atomoxetina: registro preliminar adicional. Usar apenas como suporte em revisao ate confirmacao por bula/formulacao adotada no Brasil.,official_label_located_pending_formal_review,FDA/Strattera; Anvisa; NICE ADHD; Goodman & Gilman,FDA/Strattera; Anvisa; NICE ADHD; Goodman & Gilman; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=309de576-c318-404a-bc15-660c2b1876fb,backlog_only,Fonte enviada pelo fundador; revisao formal pendente,FDA/Strattera; Anvisa; NICE ADHD; Goodman & Gilman,FDA/Strattera; Anvisa; NICE ADHD; Goodman & Gilman,FDA/Strattera; Anvisa; NICE ADHD; Goodman & Gilman,FDA/Strattera; Anvisa; NICE ADHD; Goodman & Gilman,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,TM=Tabela Motor/local; DM=DailyMed/FDA; ST-E=Stahl Essential; ST-PG=Stahl Prescriber; GG=Goodman Gilman; APA=American Psychiatric Association; NICE=NICE; EMA=European Medicines Agency; ANVISA=Agencia regulatoria brasileira
guanfacina_xr,Guanfacina XR,Agonista alfa-2A TDAH,1 mg/dia: inicio. 1-4 mg/dia: faixa comum em criancas/adolescentes; alguns rotulos permitem doses maiores conforme idade/peso. (DM/NICE),MESMO_MECANISMO_MAIOR_EXPOSICAO_OU_PERFIL_DEPENDENTE_DE_CONTEXTO (DM/NICE),"TDAH, impulsividade, hiperatividade (DM/NICE)",Agonismo alfa-2A; pode reduzir hiperatividade e impulsividade. (DM/NICE),1,2,0,1,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,Guanfacina XR: registro preliminar adicional. Usar apenas como suporte em revisao ate confirmacao por bula/formulacao adotada no Brasil.,official_label_located_pending_formal_review,FDA/Intuniv; NICE ADHD; bula especifica,FDA/Intuniv; NICE ADHD; bula especifica; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=35d3c996-1755-c017-e063-6294a90abc1f,backlog_only,Fonte enviada pelo fundador; revisao formal pendente,FDA/Intuniv; NICE ADHD; bula especifica,FDA/Intuniv; NICE ADHD; bula especifica,FDA/Intuniv; NICE ADHD; bula especifica,FDA/Intuniv; NICE ADHD; bula especifica,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,TM=Tabela Motor/local; DM=DailyMed/FDA; ST-E=Stahl Essential; ST-PG=Stahl Prescriber; GG=Goodman Gilman; APA=American Psychiatric Association; NICE=NICE; EMA=European Medicines Agency; ANVISA=Agencia regulatoria brasileira
clonidina,Clonidina,Agonista alfa-2 TDAH/autonomico,"Para TDAH, registrar formulacao XR separadamente. Doses baixas reduzem hiperatividade/impulsividade e podem sedar. Maior dose aumenta hipotensao, bradicardia e sonolencia. (DM/GG/NICE)",MESMO_MECANISMO_MAIOR_EXPOSICAO_OU_PERFIL_DEPENDENTE_DE_CONTEXTO (DM/GG/NICE),"TDAH, impulsividade, sedacao, abstinencia auton?mica (DM/GG/NICE)",Agonismo alfa-2 adrenergico; efeito sobre hiperatividade/impulsividade e sintomas autonomicos. (DM/GG/NICE),1,3,0,0,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,Clonidina: registro preliminar adicional. Usar apenas como suporte em revisao ate confirmacao por bula/formulacao adotada no Brasil.,official_label_located_pending_formal_review,FDA/Kapvay ou Onyda XR; NICE ADHD; Goodman & Gilman,FDA/Kapvay ou Onyda XR; NICE ADHD; Goodman & Gilman; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=32d72d7b-5881-f431-e063-6394a90a3547,backlog_only,Fonte enviada pelo fundador; revisao formal pendente,FDA/Kapvay ou Onyda XR; NICE ADHD; Goodman & Gilman,FDA/Kapvay ou Onyda XR; NICE ADHD; Goodman & Gilman,FDA/Kapvay ou Onyda XR; NICE ADHD; Goodman & Gilman,FDA/Kapvay ou Onyda XR; NICE ADHD; Goodman & Gilman,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,TM=Tabela Motor/local; DM=DailyMed/FDA; ST-E=Stahl Essential; ST-PG=Stahl Prescriber; GG=Goodman Gilman; APA=American Psychiatric Association; NICE=NICE; EMA=European Medicines Agency; ANVISA=Agencia regulatoria brasileira
paliperidona,Paliperidona,Antipsicotico atipico,"3 mg/dia: menor faixa oral. 6 mg/dia: dose terapeutica comum. 9-12 mg/dia: maior exposicao D2/5-HT2A, com mais prolactina e EPS. Injetaveis tem esquemas proprios. (DM/ANVISA/Maudsley/APA/NICE)",MESMO_MECANISMO_MAIOR_EXPOSICAO_OU_PERFIL_DEPENDENTE_DE_CONTEXTO (DM/ANVISA/Maudsley/APA/NICE),"psicose, esquizoafetivo, mania (DM/ANVISA/Maudsley/APA/NICE)",Antagonismo D2/5-HT2A; metabolito ativo da risperidona. (DM/ANVISA/Maudsley/APA/NICE),1,1,5,1,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,Paliperidona: registro preliminar adicional. Usar apenas como suporte em revisao ate confirmacao por bula/formulacao adotada no Brasil.,official_label_located_pending_formal_review,FDA/Invega e Invega Sustenna/Trinza/Hafyera; Anvisa; APA/NICE psicose; Maudsley,FDA/Invega e Invega Sustenna/Trinza/Hafyera; Anvisa; APA/NICE psicose; Maudsley; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=71985eb4-07df-41c9-8b9a-85f39e92b7d0,backlog_only,Fonte enviada pelo fundador; revisao formal pendente,FDA/Invega e Invega Sustenna/Trinza/Hafyera; Anvisa; APA/NICE psicose; Maudsley,FDA/Invega e Invega Sustenna/Trinza/Hafyera; Anvisa; APA/NICE psicose; Maudsley,FDA/Invega e Invega Sustenna/Trinza/Hafyera; Anvisa; APA/NICE psicose; Maudsley,FDA/Invega e Invega Sustenna/Trinza/Hafyera; Anvisa; APA/NICE psicose; Maudsley,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,TM=Tabela Motor/local; DM=DailyMed/FDA; ST-E=Stahl Essential; ST-PG=Stahl Prescriber; GG=Goodman Gilman; APA=American Psychiatric Association; NICE=NICE; EMA=European Medicines Agency; ANVISA=Agencia regulatoria brasileira
ziprasidona,Ziprasidona,Antipsicotico atipico,20 mg duas vezes/dia: inicio frequente. 40-80 mg duas vezes/dia: faixa antipsicotica usual. Administrar com alimento para absorcao adequada. (DM/ANVISA/Maudsley/CANMAT/ISBD),MESMO_MECANISMO_MAIOR_EXPOSICAO_OU_PERFIL_DEPENDENTE_DE_CONTEXTO (DM/ANVISA/Maudsley/CANMAT/ISBD),"psicose, mania, agitacao (DM/ANVISA/Maudsley/CANMAT/ISBD)",Antagonismo D2/5-HT2A; risco QT relevante. (DM/ANVISA/Maudsley/CANMAT/ISBD),1,1,5,1,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,Ziprasidona: registro preliminar adicional. Usar apenas como suporte em revisao ate confirmacao por bula/formulacao adotada no Brasil.,official_label_located_pending_formal_review,FDA/Geodon; Anvisa; CANMAT/ISBD; Maudsley,FDA/Geodon; Anvisa; CANMAT/ISBD; Maudsley; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b1f52226-4fb4-48bf-8bfd-0c9df6ca02fa,backlog_only,Fonte enviada pelo fundador; revisao formal pendente,FDA/Geodon; Anvisa; CANMAT/ISBD; Maudsley,FDA/Geodon; Anvisa; CANMAT/ISBD; Maudsley,FDA/Geodon; Anvisa; CANMAT/ISBD; Maudsley,FDA/Geodon; Anvisa; CANMAT/ISBD; Maudsley,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,TM=Tabela Motor/local; DM=DailyMed/FDA; ST-E=Stahl Essential; ST-PG=Stahl Prescriber; GG=Goodman Gilman; APA=American Psychiatric Association; NICE=NICE; EMA=European Medicines Agency; ANVISA=Agencia regulatoria brasileira
amissulprida,Amissulprida,Antipsicotico D2/D3,"50-300 mg/dia: em algumas referencias, sintomas negativos/depressivos; sem fronteira rigida. 400-800 mg/dia: faixa antipsicotica comum. Ate 1200 mg/dia em contextos selecionados conforme bula. (ANVISA/ST-E/Maudsley)",MESMO_MECANISMO_MAIOR_EXPOSICAO_OU_PERFIL_DEPENDENTE_DE_CONTEXTO (ANVISA/ST-E/Maudsley),"psicose, sintomas negativos, prolactina (ANVISA/ST-E/Maudsley)","Bloqueio D2/D3; maior dose aumenta prolactina, EPS e QT. (ANVISA/ST-E/Maudsley)",1,1,5,1,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,Amissulprida: registro preliminar adicional. Usar apenas como suporte em revisao ate confirmacao por bula/formulacao adotada no Brasil.,official_label_located_pending_formal_review,European/UK SmPC; Anvisa; Maudsley; Stahl,European/UK SmPC; Anvisa; Maudsley; Stahl; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ab23bc6e-b6a8-165f-e053-2a95a90ab144,backlog_only,Fonte enviada pelo fundador; revisao formal pendente,European/UK SmPC; Anvisa; Maudsley; Stahl,European/UK SmPC; Anvisa; Maudsley; Stahl,European/UK SmPC; Anvisa; Maudsley; Stahl,European/UK SmPC; Anvisa; Maudsley; Stahl,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,TM=Tabela Motor/local; DM=DailyMed/FDA; ST-E=Stahl Essential; ST-PG=Stahl Prescriber; GG=Goodman Gilman; APA=American Psychiatric Association; NICE=NICE; EMA=European Medicines Agency; ANVISA=Agencia regulatoria brasileira
sulpirida,Sulpirida,Antipsicotico D2/D3,Doses baixas usadas para sintomas negativos/somaticos/depressivos em alguns paises. 400-800 mg/dia ou mais: faixa antipsicotica conforme indicacao/bula. (ANVISA/Maudsley/BNF),MESMO_MECANISMO_MAIOR_EXPOSICAO_OU_PERFIL_DEPENDENTE_DE_CONTEXTO (ANVISA/Maudsley/BNF),"psicose, sintomas negativos, somatico (ANVISA/Maudsley/BNF)",Bloqueio D2/D3; nao cadastrar mudanca receptorial absoluta. (ANVISA/Maudsley/BNF),1,1,4,1,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,Sulpirida: registro preliminar adicional. Usar apenas como suporte em revisao ate confirmacao por bula/formulacao adotada no Brasil.,official_label_located_pending_formal_review,European/UK SmPC; Anvisa; BNF; Maudsley,European/UK SmPC; Anvisa; BNF; Maudsley; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=50a8c251-35ab-41f5-b7b7-3a4dd2222906,backlog_only,Fonte enviada pelo fundador; revisao formal pendente,European/UK SmPC; Anvisa; BNF; Maudsley,European/UK SmPC; Anvisa; BNF; Maudsley,European/UK SmPC; Anvisa; BNF; Maudsley,European/UK SmPC; Anvisa; BNF; Maudsley,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,TM=Tabela Motor/local; DM=DailyMed/FDA; ST-E=Stahl Essential; ST-PG=Stahl Prescriber; GG=Goodman Gilman; APA=American Psychiatric Association; NICE=NICE; EMA=European Medicines Agency; ANVISA=Agencia regulatoria brasileira
asenapina,Asenapina,Antipsicotico atipico,5 mg sublingual duas vezes/dia: faixa inicial comum. 10 mg duas vezes/dia: maior exposicao; beneficio adicional varia. Exige tecnica sublingual correta. (DM/EMA/ST-E/CANMAT/ISBD),MESMO_MECANISMO_MAIOR_EXPOSICAO_OU_PERFIL_DEPENDENTE_DE_CONTEXTO (DM/EMA/ST-E/CANMAT/ISBD),"psicose, mania, bipolaridade (DM/EMA/ST-E/CANMAT/ISBD)",Antagonismo/acao multimodal serotoninergica-dopaminergica antipsicotica. (DM/EMA/ST-E/CANMAT/ISBD),1,2,5,1,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,Asenapina: registro preliminar adicional. Usar apenas como suporte em revisao ate confirmacao por bula/formulacao adotada no Brasil.,official_label_located_pending_formal_review,FDA/Saphris; EMA/Sycrest; CANMAT/ISBD; Stahl,FDA/Saphris; EMA/Sycrest; CANMAT/ISBD; Stahl; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5429f134-839f-4ffc-9944-55f51238def8,backlog_only,Fonte enviada pelo fundador; revisao formal pendente,FDA/Saphris; EMA/Sycrest; CANMAT/ISBD; Stahl,FDA/Saphris; EMA/Sycrest; CANMAT/ISBD; Stahl,FDA/Saphris; EMA/Sycrest; CANMAT/ISBD; Stahl,FDA/Saphris; EMA/Sycrest; CANMAT/ISBD; Stahl,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,TM=Tabela Motor/local; DM=DailyMed/FDA; ST-E=Stahl Essential; ST-PG=Stahl Prescriber; GG=Goodman Gilman; APA=American Psychiatric Association; NICE=NICE; EMA=European Medicines Agency; ANVISA=Agencia regulatoria brasileira
