medication_id,medication_name,drug_class,condition_or_context,condition_key,dose_effect_band,dose_effect_min,dose_effect_max,dose_effect_goal,dominant_effect,mechanism_or_target,condition_range,condition_range_min,condition_range_max,range_source,strategy_if_below_range,strategy_if_within_range_partial_response,strategy_if_within_range_no_response,strategy_if_above_range,strategy_if_range_missing,dose_effect_source,evidence_status,notes
amitriptilina,Amitriptilina,Triciclico,fobia social,fobia_social,"10–25 mg/dia: predominam, clinicamente, sedação, efeito anticolinérgico e utilização para dor/sono; não é necessariamente dose antidepressiva. (DM/ST-E/GG/Maudsley)",10,25,"humor, dor, sono","EFEITO_CLINICO_DEPENDENTE_DA_DOSE, sem afirmar mudança absoluta de receptor. (DM/ST-E/GG/Maudsley)","EFEITO_CLINICO_DEPENDENTE_DA_DOSE, sem afirmar mudança absoluta de receptor. (DM/ST-E/GG/Maudsley)",100-200 (TM/T1),100,200,TM/Aba 1/fobia social,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"DailyMed, Amitriptyline Hydrochloride Tablets; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; Maudsley Prescribing Guidelines.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=35aa7ab3-321a-97f7-e063-6294a90a91e2",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
amitriptilina,Amitriptilina,Triciclico,TOC,TOC,"10–25 mg/dia: predominam, clinicamente, sedação, efeito anticolinérgico e utilização para dor/sono; não é necessariamente dose antidepressiva. (DM/ST-E/GG/Maudsley)",10,25,"humor, dor, sono","EFEITO_CLINICO_DEPENDENTE_DA_DOSE, sem afirmar mudança absoluta de receptor. (DM/ST-E/GG/Maudsley)","EFEITO_CLINICO_DEPENDENTE_DA_DOSE, sem afirmar mudança absoluta de receptor. (DM/ST-E/GG/Maudsley)",100-200 (TM/T1),100,200,TM/Aba 1/TOC,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"DailyMed, Amitriptyline Hydrochloride Tablets; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; Maudsley Prescribing Guidelines.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=35aa7ab3-321a-97f7-e063-6294a90a91e2",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
amitriptilina,Amitriptilina,Triciclico,depressao melancolica,depressao_melancolica,"10–25 mg/dia: predominam, clinicamente, sedação, efeito anticolinérgico e utilização para dor/sono; não é necessariamente dose antidepressiva. (DM/ST-E/GG/Maudsley)",10,25,"humor, dor, sono","EFEITO_CLINICO_DEPENDENTE_DA_DOSE, sem afirmar mudança absoluta de receptor. (DM/ST-E/GG/Maudsley)","EFEITO_CLINICO_DEPENDENTE_DA_DOSE, sem afirmar mudança absoluta de receptor. (DM/ST-E/GG/Maudsley)",100-200 (TM/T1),100,200,TM/Aba 1/depressao melancolica,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"DailyMed, Amitriptyline Hydrochloride Tablets; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; Maudsley Prescribing Guidelines.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=35aa7ab3-321a-97f7-e063-6294a90a91e2",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
amitriptilina,Amitriptilina,Triciclico,depressao ansiosa,depressao_ansiosa,"10–25 mg/dia: predominam, clinicamente, sedação, efeito anticolinérgico e utilização para dor/sono; não é necessariamente dose antidepressiva. (DM/ST-E/GG/Maudsley)",10,25,"humor, dor, sono","EFEITO_CLINICO_DEPENDENTE_DA_DOSE, sem afirmar mudança absoluta de receptor. (DM/ST-E/GG/Maudsley)","EFEITO_CLINICO_DEPENDENTE_DA_DOSE, sem afirmar mudança absoluta de receptor. (DM/ST-E/GG/Maudsley)",75-150 (TM/T1),75,150,TM/Aba 1/depressao ansiosa,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"DailyMed, Amitriptyline Hydrochloride Tablets; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; Maudsley Prescribing Guidelines.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=35aa7ab3-321a-97f7-e063-6294a90a91e2",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
amitriptilina,Amitriptilina,Triciclico,depressao com agitacao/agressividade,depressao_com_agitacao_agressiva,"10–25 mg/dia: predominam, clinicamente, sedação, efeito anticolinérgico e utilização para dor/sono; não é necessariamente dose antidepressiva. (DM/ST-E/GG/Maudsley)",10,25,"humor, dor, sono","EFEITO_CLINICO_DEPENDENTE_DA_DOSE, sem afirmar mudança absoluta de receptor. (DM/ST-E/GG/Maudsley)","EFEITO_CLINICO_DEPENDENTE_DA_DOSE, sem afirmar mudança absoluta de receptor. (DM/ST-E/GG/Maudsley)",100-200 (TM/T1),100,200,TM/Aba 1/depressao com agitacao/agressividade,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"DailyMed, Amitriptyline Hydrochloride Tablets; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; Maudsley Prescribing Guidelines.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=35aa7ab3-321a-97f7-e063-6294a90a91e2",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
amitriptilina,Amitriptilina,Triciclico,tabagismo,tabagismo,"10–25 mg/dia: predominam, clinicamente, sedação, efeito anticolinérgico e utilização para dor/sono; não é necessariamente dose antidepressiva. (DM/ST-E/GG/Maudsley)",10,25,"humor, dor, sono","EFEITO_CLINICO_DEPENDENTE_DA_DOSE, sem afirmar mudança absoluta de receptor. (DM/ST-E/GG/Maudsley)","EFEITO_CLINICO_DEPENDENTE_DA_DOSE, sem afirmar mudança absoluta de receptor. (DM/ST-E/GG/Maudsley)",75-150 (TM/T1),75,150,TM/Aba 1/tabagismo,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"DailyMed, Amitriptyline Hydrochloride Tablets; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; Maudsley Prescribing Guidelines.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=35aa7ab3-321a-97f7-e063-6294a90a91e2",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
amitriptilina,Amitriptilina,Triciclico,compulsao,compulsao,"10–25 mg/dia: predominam, clinicamente, sedação, efeito anticolinérgico e utilização para dor/sono; não é necessariamente dose antidepressiva. (DM/ST-E/GG/Maudsley)",10,25,"humor, dor, sono","EFEITO_CLINICO_DEPENDENTE_DA_DOSE, sem afirmar mudança absoluta de receptor. (DM/ST-E/GG/Maudsley)","EFEITO_CLINICO_DEPENDENTE_DA_DOSE, sem afirmar mudança absoluta de receptor. (DM/ST-E/GG/Maudsley)",100-200 B (TM/T1),100,200,TM/Aba 1/compulsao,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"DailyMed, Amitriptyline Hydrochloride Tablets; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; Maudsley Prescribing Guidelines.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=35aa7ab3-321a-97f7-e063-6294a90a91e2",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
amitriptilina,Amitriptilina,Triciclico,TDPM,TDPM,"10–25 mg/dia: predominam, clinicamente, sedação, efeito anticolinérgico e utilização para dor/sono; não é necessariamente dose antidepressiva. (DM/ST-E/GG/Maudsley)",10,25,"humor, dor, sono","EFEITO_CLINICO_DEPENDENTE_DA_DOSE, sem afirmar mudança absoluta de receptor. (DM/ST-E/GG/Maudsley)","EFEITO_CLINICO_DEPENDENTE_DA_DOSE, sem afirmar mudança absoluta de receptor. (DM/ST-E/GG/Maudsley)",100-200 (TM/T1),100,200,TM/Aba 1/TDPM,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"DailyMed, Amitriptyline Hydrochloride Tablets; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; Maudsley Prescribing Guidelines.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=35aa7ab3-321a-97f7-e063-6294a90a91e2",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
amitriptilina,Amitriptilina,Triciclico,Insonia,,"10–25 mg/dia: predominam, clinicamente, sedação, efeito anticolinérgico e utilização para dor/sono; não é necessariamente dose antidepressiva. (DM/ST-E/GG/Maudsley)",10,25,"humor, dor, sono","EFEITO_CLINICO_DEPENDENTE_DA_DOSE, sem afirmar mudança absoluta de receptor. (DM/ST-E/GG/Maudsley)","EFEITO_CLINICO_DEPENDENTE_DA_DOSE, sem afirmar mudança absoluta de receptor. (DM/ST-E/GG/Maudsley)",nao cadastrado,,,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"DailyMed, Amitriptyline Hydrochloride Tablets; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; Maudsley Prescribing Guidelines.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=35aa7ab3-321a-97f7-e063-6294a90a91e2",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
amitriptilina,Amitriptilina,Triciclico,Dor neuropatica ou sindromes dolorosas,dor,"10–25 mg/dia: predominam, clinicamente, sedação, efeito anticolinérgico e utilização para dor/sono; não é necessariamente dose antidepressiva. (DM/ST-E/GG/Maudsley)",10,25,"humor, dor, sono","EFEITO_CLINICO_DEPENDENTE_DA_DOSE, sem afirmar mudança absoluta de receptor. (DM/ST-E/GG/Maudsley)","EFEITO_CLINICO_DEPENDENTE_DA_DOSE, sem afirmar mudança absoluta de receptor. (DM/ST-E/GG/Maudsley)",nao cadastrado,,,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"DailyMed, Amitriptyline Hydrochloride Tablets; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; Maudsley Prescribing Guidelines.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=35aa7ab3-321a-97f7-e063-6294a90a91e2",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
amitriptilina,Amitriptilina,Triciclico,Fibromialgia,,"10–25 mg/dia: predominam, clinicamente, sedação, efeito anticolinérgico e utilização para dor/sono; não é necessariamente dose antidepressiva. (DM/ST-E/GG/Maudsley)",10,25,"humor, dor, sono","EFEITO_CLINICO_DEPENDENTE_DA_DOSE, sem afirmar mudança absoluta de receptor. (DM/ST-E/GG/Maudsley)","EFEITO_CLINICO_DEPENDENTE_DA_DOSE, sem afirmar mudança absoluta de receptor. (DM/ST-E/GG/Maudsley)",nao cadastrado,,,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"DailyMed, Amitriptyline Hydrochloride Tablets; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; Maudsley Prescribing Guidelines.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=35aa7ab3-321a-97f7-e063-6294a90a91e2",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
amitriptilina,Amitriptilina,Triciclico,Enxaqueca - prevencao,,"10–25 mg/dia: predominam, clinicamente, sedação, efeito anticolinérgico e utilização para dor/sono; não é necessariamente dose antidepressiva. (DM/ST-E/GG/Maudsley)",10,25,"humor, dor, sono","EFEITO_CLINICO_DEPENDENTE_DA_DOSE, sem afirmar mudança absoluta de receptor. (DM/ST-E/GG/Maudsley)","EFEITO_CLINICO_DEPENDENTE_DA_DOSE, sem afirmar mudança absoluta de receptor. (DM/ST-E/GG/Maudsley)",nao cadastrado,,,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"DailyMed, Amitriptyline Hydrochloride Tablets; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; Maudsley Prescribing Guidelines.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=35aa7ab3-321a-97f7-e063-6294a90a91e2",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
amitriptilina,Amitriptilina,Triciclico,Anorexia nervosa,bulimia_anorexia,"10–25 mg/dia: predominam, clinicamente, sedação, efeito anticolinérgico e utilização para dor/sono; não é necessariamente dose antidepressiva. (DM/ST-E/GG/Maudsley)",10,25,"humor, dor, sono","EFEITO_CLINICO_DEPENDENTE_DA_DOSE, sem afirmar mudança absoluta de receptor. (DM/ST-E/GG/Maudsley)","EFEITO_CLINICO_DEPENDENTE_DA_DOSE, sem afirmar mudança absoluta de receptor. (DM/ST-E/GG/Maudsley)",nao cadastrado,,,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"DailyMed, Amitriptyline Hydrochloride Tablets; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; Maudsley Prescribing Guidelines.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=35aa7ab3-321a-97f7-e063-6294a90a91e2",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
amitriptilina,Amitriptilina,Triciclico,TAG,TAG,50–100 mg/dia: aumenta a inibição da recaptação de serotonina e noradrenalina; começa a faixa antidepressiva. (DM/ST-E/GG/Maudsley),50,100,"humor, dor, sono","EFEITO_CLINICO_DEPENDENTE_DA_DOSE, sem afirmar mudança absoluta de receptor. (DM/ST-E/GG/Maudsley)","EFEITO_CLINICO_DEPENDENTE_DA_DOSE, sem afirmar mudança absoluta de receptor. (DM/ST-E/GG/Maudsley)",50-150 (TM/T1),50,150,TM/Aba 1/TAG,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"DailyMed, Amitriptyline Hydrochloride Tablets; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; Maudsley Prescribing Guidelines.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=35aa7ab3-321a-97f7-e063-6294a90a91e2",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
amitriptilina,Amitriptilina,Triciclico,panico,panico,50–100 mg/dia: aumenta a inibição da recaptação de serotonina e noradrenalina; começa a faixa antidepressiva. (DM/ST-E/GG/Maudsley),50,100,"humor, dor, sono","EFEITO_CLINICO_DEPENDENTE_DA_DOSE, sem afirmar mudança absoluta de receptor. (DM/ST-E/GG/Maudsley)","EFEITO_CLINICO_DEPENDENTE_DA_DOSE, sem afirmar mudança absoluta de receptor. (DM/ST-E/GG/Maudsley)",75-150 (TM/T1),75,150,TM/Aba 1/panico,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"DailyMed, Amitriptyline Hydrochloride Tablets; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; Maudsley Prescribing Guidelines.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=35aa7ab3-321a-97f7-e063-6294a90a91e2",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
amitriptilina,Amitriptilina,Triciclico,fobias,fobias,50–100 mg/dia: aumenta a inibição da recaptação de serotonina e noradrenalina; começa a faixa antidepressiva. (DM/ST-E/GG/Maudsley),50,100,"humor, dor, sono","EFEITO_CLINICO_DEPENDENTE_DA_DOSE, sem afirmar mudança absoluta de receptor. (DM/ST-E/GG/Maudsley)","EFEITO_CLINICO_DEPENDENTE_DA_DOSE, sem afirmar mudança absoluta de receptor. (DM/ST-E/GG/Maudsley)",75-150 (TM/T1),75,150,TM/Aba 1/fobias,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"DailyMed, Amitriptyline Hydrochloride Tablets; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; Maudsley Prescribing Guidelines.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=35aa7ab3-321a-97f7-e063-6294a90a91e2",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
amitriptilina,Amitriptilina,Triciclico,fobia social,fobia_social,50–100 mg/dia: aumenta a inibição da recaptação de serotonina e noradrenalina; começa a faixa antidepressiva. (DM/ST-E/GG/Maudsley),50,100,"humor, dor, sono","EFEITO_CLINICO_DEPENDENTE_DA_DOSE, sem afirmar mudança absoluta de receptor. (DM/ST-E/GG/Maudsley)","EFEITO_CLINICO_DEPENDENTE_DA_DOSE, sem afirmar mudança absoluta de receptor. (DM/ST-E/GG/Maudsley)",100-200 (TM/T1),100,200,TM/Aba 1/fobia social,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"DailyMed, Amitriptyline Hydrochloride Tablets; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; Maudsley Prescribing Guidelines.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=35aa7ab3-321a-97f7-e063-6294a90a91e2",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
amitriptilina,Amitriptilina,Triciclico,TOC,TOC,50–100 mg/dia: aumenta a inibição da recaptação de serotonina e noradrenalina; começa a faixa antidepressiva. (DM/ST-E/GG/Maudsley),50,100,"humor, dor, sono","EFEITO_CLINICO_DEPENDENTE_DA_DOSE, sem afirmar mudança absoluta de receptor. (DM/ST-E/GG/Maudsley)","EFEITO_CLINICO_DEPENDENTE_DA_DOSE, sem afirmar mudança absoluta de receptor. (DM/ST-E/GG/Maudsley)",100-200 (TM/T1),100,200,TM/Aba 1/TOC,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"DailyMed, Amitriptyline Hydrochloride Tablets; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; Maudsley Prescribing Guidelines.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=35aa7ab3-321a-97f7-e063-6294a90a91e2",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
amitriptilina,Amitriptilina,Triciclico,depressao melancolica,depressao_melancolica,50–100 mg/dia: aumenta a inibição da recaptação de serotonina e noradrenalina; começa a faixa antidepressiva. (DM/ST-E/GG/Maudsley),50,100,"humor, dor, sono","EFEITO_CLINICO_DEPENDENTE_DA_DOSE, sem afirmar mudança absoluta de receptor. (DM/ST-E/GG/Maudsley)","EFEITO_CLINICO_DEPENDENTE_DA_DOSE, sem afirmar mudança absoluta de receptor. (DM/ST-E/GG/Maudsley)",100-200 (TM/T1),100,200,TM/Aba 1/depressao melancolica,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"DailyMed, Amitriptyline Hydrochloride Tablets; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; Maudsley Prescribing Guidelines.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=35aa7ab3-321a-97f7-e063-6294a90a91e2",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
