case,kind,axis,condition,medication,candidate,quadro,faixa,range_kind,dose,leitura_da_dose,status
257,medication,dor/sintomas somaticos,Dor neuropatica ou sindromes dolorosas,Maprotilina,yes,dor,25-75 (TM/T1),quadro,50.0,yes,ok
258,medication,dor/sintomas somaticos,Dor neuropatica ou sindromes dolorosas,Maprotilina,yes,dor,25-75 (TM/T1),quadro,75.0,yes,ok
259,medication,dor/sintomas somaticos,Dor neuropatica ou sindromes dolorosas,Maprotilina,yes,dor,25-75 (TM/T1),quadro,25.0,yes,ok
260,medication,dor/sintomas somaticos,Dor neuropatica ou sindromes dolorosas,Maprotilina,yes,dor,25-75 (TM/T1),quadro,50.0,yes,ok
261,medication,dor/sintomas somaticos,Dor neuropatica ou sindromes dolorosas,Memantina,yes,Associacao com inibidor acetilcolinesterase,5 mg/dia: inicio. Titulacao semanal. 20 mg/dia: alvo usual com funcao renal preservada. (DM/ANVISA/NICE),dose_efeito,20.0,yes,ok
262,medication,dor/sintomas somaticos,Dor neuropatica ou sindromes dolorosas,Metadona,yes,Dor cronica,Inducao conservadora devido a meia-vida longa e acumulo. Dose de manutencao individualizada; nao existe faixa unica segura. (DM/ANVISA),dose_efeito_contextual,50,yes,ok
263,medication,energia/cognicao,Outro contexto ja conhecido / nao cadastrado,Metilfenidato IR,yes,TDAH,5 mg uma ou duas vezes/dia: inicio frequente. 20-60 mg/dia: faixa comum dividida; limite depende da bula e idade. (DM/ANVISA/GG/NICE),dose_efeito,32.5,yes,ok
264,medication,energia/cognicao,Outro contexto ja conhecido / nao cadastrado,Metilfenidato LP,yes,TDAH,18-72 mg uma vez ao dia pela manha (DM),quadro,72.0,yes,ok
265,medication,sono/sedacao,Insonia,Mianserina,yes,TAG,30-90 (TM/T1),quadro,30.0,yes,ok
266,medication,sono/sedacao,Insonia,Mianserina,yes,TAG,30-90 (TM/T1),quadro,60.0,yes,ok
267,medication,sono/sedacao,Insonia,Mianserina,yes,TAG,30-90 (TM/T1),quadro,90.0,yes,ok
268,medication,ansiedade/resgate,Transtorno depressivo maior,Midazolam,yes,Sedacao procedural,"Dose depende de via, peso, idade, condicao clinica e objetivo de sedacao. Doses menores: ansiolise/amnesia. Doses maiores ou repetidas: sedacao profunda, anticonvulsivante e risco respiratorio. (DM/ANVISA/GG)",dose_efeito_contextual,50,yes,ok
269,medication,sono/sedacao,Insonia,Mirtazapina,yes,TAG,15-45 (TM/T1),quadro,45.0,yes,ok
270,medication,sono/sedacao,Insonia,Mirtazapina,yes,TAG,15-45 (TM/T1),quadro,15.0,yes,ok
271,medication,sono/sedacao,Insonia,Mirtazapina,yes,TAG,15-45 (TM/T1),quadro,30.0,yes,ok
272,medication,sono/sedacao,Insonia,Mirtazapina,yes,TAG,15-45 (TM/T1),quadro,45.0,yes,ok
273,medication,substancias/craving,Transtorno por uso de opioides,Naloxona,yes,Overdose por opioides,"Dose depende de via e resposta respiratoria; pode ser repetida. Objetivo e restaurar ventilacao, nao despertar completamente. (DM)",dose_efeito_contextual,50,yes,ok
274,medication,compulsividade/TOC,Transtorno por uso de alcool,Naltrexona,yes,vicios,25-50 (TM/T1),quadro,37.5,yes,ok
275,medication,compulsividade/TOC,Transtorno por uso de alcool,Naltrexona,yes,vicios,25-50 (TM/T1),quadro,50.0,yes,ok
276,medication,compulsividade/TOC,Transtorno por uso de alcool,Naltrexona,yes,vicios,25-50 (TM/T1),quadro,25.0,yes,ok
277,medication,dor/sintomas somaticos,Dor neuropatica ou sindromes dolorosas,Nortriptilina,yes,TAG,50-150 (TM/T1),quadro,150.0,yes,ok
278,medication,dor/sintomas somaticos,Dor neuropatica ou sindromes dolorosas,Nortriptilina,yes,TAG,50-150 (TM/T1),quadro,50.0,yes,ok
279,medication,dor/sintomas somaticos,Dor neuropatica ou sindromes dolorosas,Nortriptilina,yes,TAG,50-150 (TM/T1),quadro,100.0,yes,ok
280,medication,sono/sedacao,Esquizofrenia e transtornos psicoticos,Olanzapina,yes,Esquizofrenia e transtornos psicoticos,"2,5–5 mg/dia: baixa exposição; sedação e aumento do apetite já podem ocorrer. (DM/ST-PG/ST-E/GG/Maudsley)",dose_efeito,2.5,yes,ok
281,medication,sono/sedacao,Esquizofrenia e transtornos psicoticos,Olanzapina,yes,Esquizofrenia e transtornos psicoticos,"2,5–5 mg/dia: baixa exposição; sedação e aumento do apetite já podem ocorrer. (DM/ST-PG/ST-E/GG/Maudsley)",dose_efeito,3.75,yes,ok
282,medication,sono/sedacao,Esquizofrenia e transtornos psicoticos,Olanzapina,yes,Esquizofrenia e transtornos psicoticos,"2,5–5 mg/dia: baixa exposição; sedação e aumento do apetite já podem ocorrer. (DM/ST-PG/ST-E/GG/Maudsley)",dose_efeito,5.0,yes,ok
283,medication,substancias/craving,Transtorno de ansiedade generalizada,Oxazepam,yes,TAG,10-15 (TM/T1),quadro,12.5,yes,ok
284,medication,dor/sintomas somaticos,Transtorno bipolar - manutencao,Oxcarbazepina,yes,Dor neuropatica ou sindromes dolorosas,300–600 mg/dia: início/titulação. (DM/GG/CANMAT/ISBD),dose_efeito,600.0,yes,ok
285,medication,dor/sintomas somaticos,Transtorno bipolar - manutencao,Oxcarbazepina,yes,Dor neuropatica ou sindromes dolorosas,300–600 mg/dia: início/titulação. (DM/GG/CANMAT/ISBD),dose_efeito,300.0,yes,ok
286,medication,dor/sintomas somaticos,Transtorno bipolar - manutencao,Oxcarbazepina,yes,Dor neuropatica ou sindromes dolorosas,300–600 mg/dia: início/titulação. (DM/GG/CANMAT/ISBD),dose_efeito,450.0,yes,ok
287,medication,dor/sintomas somaticos,Transtorno bipolar - manutencao,Oxcarbazepina,yes,Dor neuropatica ou sindromes dolorosas,300–600 mg/dia: início/titulação. (DM/GG/CANMAT/ISBD),dose_efeito,600.0,yes,ok
288,medication,estabilizacao do humor,Esquizofrenia e transtornos psicoticos,Paliperidona,yes,Esquizofrenia e transtornos psicoticos,"3 mg/dia: menor faixa oral. 6 mg/dia: dose terapeutica comum. 9-12 mg/dia: maior exposicao D2/5-HT2A, com mais prolactina e EPS. Injetaveis tem esquemas proprios. (DM/ANVISA/Maudsley/APA/NICE)",dose_efeito,2.0,yes,ok
289,medication,humor/TEPT,Transtorno de ansiedade generalizada,Paroxetina,yes,transtorno de estresse,20-50 (TM/T1),quadro,35.0,yes,ok
290,medication,humor/TEPT,Transtorno de ansiedade generalizada,Paroxetina,yes,transtorno de estresse,20-50 (TM/T1),quadro,50.0,yes,ok
291,medication,humor/TEPT,Transtorno de ansiedade generalizada,Paroxetina,yes,transtorno de estresse,20-50 (TM/T1),quadro,20.0,yes,ok
292,medication,compulsividade/TOC,Insonia,Prometazina,yes,Alergia/nausea/sedacao,"Dose depende da indicacao e via. Antagonismo H1 intenso causa sedacao; efeitos anticolinergicos e alfa-adrenergicos. Maior dose aumenta delirium, hipotensao e depressao do SNC. (DM/ANVISA/GG)",dose_efeito,1.0,yes,ok
293,medication,sono/sedacao,Esquizofrenia e transtornos psicoticos,Quetiapina,yes,Esquizofrenia e transtornos psicoticos,150-750 mg/dia (DM),quadro,150.0,yes,ok
294,medication,estabilizacao do humor,Esquizofrenia e transtornos psicoticos,Risperidona,yes,Esquizofrenia e transtornos psicoticos,"0,25–1 mg/dia: baixa exposição e usos específicos. (DM/ST-PG/ST-E/GG/Maudsley)",dose_efeito,0.625,yes,ok
295,medication,estabilizacao do humor,Esquizofrenia e transtornos psicoticos,Risperidona,yes,Esquizofrenia e transtornos psicoticos,"0,25–1 mg/dia: baixa exposição e usos específicos. (DM/ST-PG/ST-E/GG/Maudsley)",dose_efeito,1.0,yes,ok
296,medication,estabilizacao do humor,Esquizofrenia e transtornos psicoticos,Risperidona,yes,Esquizofrenia e transtornos psicoticos,"0,25–1 mg/dia: baixa exposição e usos específicos. (DM/ST-PG/ST-E/GG/Maudsley)",dose_efeito,0.25,yes,ok
297,medication,estabilizacao do humor,Esquizofrenia e transtornos psicoticos,Risperidona,yes,Esquizofrenia e transtornos psicoticos,"0,25–1 mg/dia: baixa exposição e usos específicos. (DM/ST-PG/ST-E/GG/Maudsley)",dose_efeito,0.625,yes,ok
298,medication,dor/sintomas somaticos,Dor neuropatica ou sindromes dolorosas,Rivastigmina,yes,Doenca de Alzheimer,"Oral: iniciar frequentemente 1,5 mg duas vezes/dia com titulacao gradual. Adesivo possui doses proprias. Maior dose aumenta efeitos colinergicos e perda de peso. (DM/ANVISA/NICE)",dose_efeito,1.5,yes,ok
299,medication,compulsividade/TOC,Transtorno de ansiedade generalizada,Sertralina,yes,TOC,100-200 (TM/T1),quadro,100.0,yes,ok
300,medication,compulsividade/TOC,Transtorno de ansiedade generalizada,Sertralina,yes,TOC,100-200 (TM/T1),quadro,150.0,yes,ok
301,medication,dor/sintomas somaticos,Esquizofrenia e transtornos psicoticos,Sulpirida,yes,Esquizofrenia e transtornos psicoticos,Doses baixas usadas para sintomas negativos/somaticos/depressivos em alguns paises. 400-800 mg/dia ou mais: faixa antipsicotica conforme indicacao/bula. (DM/ANVISA/Maudsley/BNF),dose_efeito,600.0,yes,ok
302,medication,sono/sedacao,Insonia,Temazepam,yes,Insonia,"7,5-15 mg a noite: hipnotico. 15-30 mg a noite: maior inducao/manutencao do sono e maior prejuizo residual. (DM/GG)",dose_efeito,30.0,yes,ok
303,medication,psicose/organizacao do pensamento,Esquizofrenia e transtornos psicoticos,Tioridazina,yes,Esquizofrenia e transtornos psicoticos,25–100 mg/dia: sedação e efeitos anticolinérgicos/α1. (DM/ANVISA/ST-E/GG),dose_efeito,1.0,yes,ok
304,medication,psicose/organizacao do pensamento,Esquizofrenia e transtornos psicoticos,Tioridazina,yes,Esquizofrenia e transtornos psicoticos,25–100 mg/dia: sedação e efeitos anticolinérgicos/α1. (DM/ANVISA/ST-E/GG),dose_efeito,50.5,yes,ok
305,medication,psicose/organizacao do pensamento,Esquizofrenia e transtornos psicoticos,Tioridazina,yes,Esquizofrenia e transtornos psicoticos,25–100 mg/dia: sedação e efeitos anticolinérgicos/α1. (DM/ANVISA/ST-E/GG),dose_efeito,100.0,yes,ok
306,medication,dor/sintomas somaticos,Transtorno bipolar - manutencao,Topiramato,yes,Dor neuropatica ou sindromes dolorosas,25–50 mg/dia: titulação; já podem surgir parestesias ou efeitos cognitivos. (DM/GG/CANMAT/ISBD),dose_efeito,37.5,yes,ok
307,medication,dor/sintomas somaticos,Transtorno bipolar - manutencao,Topiramato,yes,Dor neuropatica ou sindromes dolorosas,25–50 mg/dia: titulação; já podem surgir parestesias ou efeitos cognitivos. (DM/GG/CANMAT/ISBD),dose_efeito,50.0,yes,ok
308,medication,dor/sintomas somaticos,Transtorno bipolar - manutencao,Topiramato,yes,Dor neuropatica ou sindromes dolorosas,25–50 mg/dia: titulação; já podem surgir parestesias ou efeitos cognitivos. (DM/GG/CANMAT/ISBD),dose_efeito,25.0,yes,ok
309,medication,sono/sedacao,Insonia,Trazodona,yes,Insonia,25-100 mg a noite (DM/ST-E/GG),quadro,100.0,yes,ok
310,medication,sono/sedacao,Insonia,Trazodona,yes,Insonia,25-100 mg a noite (DM/ST-E/GG),quadro,25.0,yes,ok
311,medication,sono/sedacao,Insonia,Trazodona,yes,Insonia,25-100 mg a noite (DM/ST-E/GG),quadro,62.5,yes,ok
312,medication,sono/sedacao,Insonia,Trazodona,yes,Insonia,25-100 mg a noite (DM/ST-E/GG),quadro,100.0,yes,ok
313,medication,dor/sintomas somaticos,Transtorno bipolar - manutencao,Valproato,yes,Transtorno bipolar - manutencao,"Dose guiada por peso, resposta, formulação e concentração sérica.
Na mania, a valproatemia é mais útil que uma divisão rígida em mg. (DM/GG/Maudsley/CANMAT/ISBD)",dose_efeito_contextual,50,yes,ok
314,medication,dor/sintomas somaticos,Dor neuropatica ou sindromes dolorosas,Venlafaxina,yes,dor,150-225 (TM/T1),quadro,187.5,yes,ok
315,medication,dor/sintomas somaticos,Dor neuropatica ou sindromes dolorosas,Venlafaxina,yes,dor,150-225 (TM/T1),quadro,225.0,yes,ok
316,medication,dor/sintomas somaticos,Dor neuropatica ou sindromes dolorosas,Venlafaxina,yes,dor,150-225 (TM/T1),quadro,150.0,yes,ok
317,medication,dor/sintomas somaticos,Dor neuropatica ou sindromes dolorosas,Venlafaxina XR,yes,dor,150-225 (TM/T1),quadro,225.0,yes,ok
318,medication,dor/sintomas somaticos,Dor neuropatica ou sindromes dolorosas,Venlafaxina XR,yes,dor,150-225 (TM/T1),quadro,150.0,yes,ok
319,medication,dor/sintomas somaticos,Dor neuropatica ou sindromes dolorosas,Venlafaxina XR,yes,dor,150-225 (TM/T1),quadro,187.5,yes,ok
320,medication,dor/sintomas somaticos,Dor neuropatica ou sindromes dolorosas,Venlafaxina XR,yes,dor,150-225 (TM/T1),quadro,225.0,yes,ok
321,medication,humor/TEPT,Transtorno de ansiedade generalizada,Vilazodona,yes,transtorno de estresse,20-40 (TM/T1),quadro,20.0,yes,ok
322,medication,humor/TEPT,Transtorno de ansiedade generalizada,Vilazodona,yes,transtorno de estresse,20-40 (TM/T1),quadro,30.0,yes,ok
323,medication,humor/TEPT,Transtorno de ansiedade generalizada,Vilazodona,yes,transtorno de estresse,20-40 (TM/T1),quadro,40.0,yes,ok
324,medication,humor/TEPT,Transtorno de ansiedade generalizada,Vilazodona,yes,transtorno de estresse,20-40 (TM/T1),quadro,20.0,yes,ok
325,medication,humor/TEPT,Transtorno de ansiedade generalizada,Vortioxetina,yes,transtorno de estresse,10-20 (TM/T1),quadro,15.0,yes,ok
326,medication,humor/TEPT,Transtorno de ansiedade generalizada,Vortioxetina,yes,transtorno de estresse,10-20 (TM/T1),quadro,20.0,yes,ok
327,medication,humor/TEPT,Transtorno de ansiedade generalizada,Vortioxetina,yes,transtorno de estresse,10-20 (TM/T1),quadro,10.0,yes,ok
328,medication,humor/TEPT,Transtorno de ansiedade generalizada,Vortioxetina,yes,transtorno de estresse,10-20 (TM/T1),quadro,15.0,yes,ok
329,medication,humor/TEPT,Transtorno de ansiedade generalizada,Vortioxetina,yes,transtorno de estresse,10-20 (TM/T1),quadro,20.0,yes,ok
330,medication,estabilizacao do humor,Esquizofrenia e transtornos psicoticos,Ziprasidona,yes,Esquizofrenia e transtornos psicoticos,20 mg duas vezes/dia: inicio frequente. 40-80 mg duas vezes/dia: faixa antipsicotica usual. Administrar com alimento para absorcao adequada. (DM/ANVISA/Maudsley/CANMAT/ISBD),dose_efeito,80.0,yes,ok
331,medication,sono/sedacao,Insonia,Zolpidem,yes,Insonia,"5 mg a noite: menor exposicao. 5-10 mg a noite liberacao imediata: inducao do sono. Formulacao prolongada tem dose propria. Doses maiores aumentam amnesia, comportamentos complexos e prejuizo no dia seguinte. (DM/ANVISA)",dose_efeito,5.0,yes,ok
332,medication,sono/sedacao,Insonia,Zopiclona,yes,Insonia,"3,75 mg a noite: menor dose/idosos. 7,5 mg a noite: dose adulta usual onde aprovada. Maior exposicao aumenta sedacao, gosto metalico, amnesia, quedas e dependencia. (DM/BNF/PENDENTE)",dose_efeito,5.625,yes,ok
333,association,humor/TEPT,Transtorno depressivo maior,Bupropiona XL,yes,transtorno de estresse,120-300 (TM/T1),quadro,120.0,yes,ok
334,association,sono/sedacao,Insonia,Mirtazapina,yes,TAG,15-45 (TM/T1),quadro,30.0,yes,ok
