medication_name,drug_class,condition_or_context,condition_key,audit_status,condition_range,dose_effect_min,dose_effect_max,range_source,dose_effect_source,missing_fields
Carbamazepina,Estabilizador de humor,Epilepsia,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,1.2,600,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Tegretol Prescribing Information; CANMAT/ISBD Bipolar Guidelines; Maudsley; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8d409411-aa9f-4f3a-a52c-fbcb0c3ec053",condition_key | condition_range | condition_range_min | condition_range_max | range_source
Carbamazepina,Estabilizador de humor,Transtorno por uso de alcool,vicios,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,1.2,600,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Tegretol Prescribing Information; CANMAT/ISBD Bipolar Guidelines; Maudsley; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8d409411-aa9f-4f3a-a52c-fbcb0c3ec053",condition_range | condition_range_min | condition_range_max | range_source
Carbamazepina,Estabilizador de humor,Anorexia nervosa,bulimia_anorexia,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,1.2,600,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Tegretol Prescribing Information; CANMAT/ISBD Bipolar Guidelines; Maudsley; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8d409411-aa9f-4f3a-a52c-fbcb0c3ec053",condition_range | condition_range_min | condition_range_max | range_source
Clorpromazina,Antipsicotico tipico,Transtorno bipolar - mania/hipomania,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,1,100,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"DailyMed, Chlorpromazine Hydrochloride; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; Maudsley.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=aa086a21-de85-4b03-af58-49b70acf8cf0",condition_key | condition_range | condition_range_min | condition_range_max | range_source
Clorpromazina,Antipsicotico tipico,Esquizofrenia e transtornos psicoticos,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,1,100,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"DailyMed, Chlorpromazine Hydrochloride; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; Maudsley.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=aa086a21-de85-4b03-af58-49b70acf8cf0",condition_key | condition_range | condition_range_min | condition_range_max | range_source
Clorpromazina,Antipsicotico tipico,Agitacao ou psicose aguda,depressao_com_agitacao_agressiva,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,1,100,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"DailyMed, Chlorpromazine Hydrochloride; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; Maudsley.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=aa086a21-de85-4b03-af58-49b70acf8cf0",condition_range | condition_range_min | condition_range_max | range_source
Clorpromazina,Antipsicotico tipico,Anorexia nervosa,bulimia_anorexia,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,1,100,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"DailyMed, Chlorpromazine Hydrochloride; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; Maudsley.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=aa086a21-de85-4b03-af58-49b70acf8cf0",condition_range | condition_range_min | condition_range_max | range_source
Clorpromazina,Antipsicotico tipico,Transtorno bipolar - mania/hipomania,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,2,300,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"DailyMed, Chlorpromazine Hydrochloride; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; Maudsley.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=aa086a21-de85-4b03-af58-49b70acf8cf0",condition_key | condition_range | condition_range_min | condition_range_max | range_source
Clorpromazina,Antipsicotico tipico,Esquizofrenia e transtornos psicoticos,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,2,300,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"DailyMed, Chlorpromazine Hydrochloride; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; Maudsley.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=aa086a21-de85-4b03-af58-49b70acf8cf0",condition_key | condition_range | condition_range_min | condition_range_max | range_source
Clorpromazina,Antipsicotico tipico,Agitacao ou psicose aguda,depressao_com_agitacao_agressiva,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,2,300,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"DailyMed, Chlorpromazine Hydrochloride; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; Maudsley.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=aa086a21-de85-4b03-af58-49b70acf8cf0",condition_range | condition_range_min | condition_range_max | range_source
Clorpromazina,Antipsicotico tipico,Anorexia nervosa,bulimia_anorexia,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,2,300,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"DailyMed, Chlorpromazine Hydrochloride; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; Maudsley.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=aa086a21-de85-4b03-af58-49b70acf8cf0",condition_range | condition_range_min | condition_range_max | range_source
Clorpromazina,Antipsicotico tipico,Transtorno bipolar - mania/hipomania,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,300,800,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"DailyMed, Chlorpromazine Hydrochloride; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; Maudsley.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=aa086a21-de85-4b03-af58-49b70acf8cf0",condition_key | condition_range | condition_range_min | condition_range_max | range_source
Clorpromazina,Antipsicotico tipico,Esquizofrenia e transtornos psicoticos,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,300,800,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"DailyMed, Chlorpromazine Hydrochloride; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; Maudsley.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=aa086a21-de85-4b03-af58-49b70acf8cf0",condition_key | condition_range | condition_range_min | condition_range_max | range_source
Clorpromazina,Antipsicotico tipico,Agitacao ou psicose aguda,depressao_com_agitacao_agressiva,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,300,800,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"DailyMed, Chlorpromazine Hydrochloride; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; Maudsley.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=aa086a21-de85-4b03-af58-49b70acf8cf0",condition_range | condition_range_min | condition_range_max | range_source
Clorpromazina,Antipsicotico tipico,Anorexia nervosa,bulimia_anorexia,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,300,800,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"DailyMed, Chlorpromazine Hydrochloride; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; Maudsley.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=aa086a21-de85-4b03-af58-49b70acf8cf0",condition_range | condition_range_min | condition_range_max | range_source
Clozapina,Antipsicotico atipico,Esquizofrenia e transtornos psicoticos,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,12.5,50,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Clozaril Prescribing Information; Maudsley Prescribing Guidelines; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=883b5d43-0339-7dc1-f775-93791fb9b978",condition_key | condition_range | condition_range_min | condition_range_max | range_source
Clozapina,Antipsicotico atipico,Esquizofrenia resistente,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,12.5,50,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Clozaril Prescribing Information; Maudsley Prescribing Guidelines; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=883b5d43-0339-7dc1-f775-93791fb9b978",condition_key | condition_range | condition_range_min | condition_range_max | range_source
Clozapina,Antipsicotico atipico,Anorexia nervosa,bulimia_anorexia,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,12.5,50,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Clozaril Prescribing Information; Maudsley Prescribing Guidelines; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=883b5d43-0339-7dc1-f775-93791fb9b978",condition_range | condition_range_min | condition_range_max | range_source
Clozapina,Antipsicotico atipico,Esquizofrenia e transtornos psicoticos,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,100,300,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Clozaril Prescribing Information; Maudsley Prescribing Guidelines; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=883b5d43-0339-7dc1-f775-93791fb9b978",condition_key | condition_range | condition_range_min | condition_range_max | range_source
Clozapina,Antipsicotico atipico,Esquizofrenia resistente,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,100,300,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Clozaril Prescribing Information; Maudsley Prescribing Guidelines; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=883b5d43-0339-7dc1-f775-93791fb9b978",condition_key | condition_range | condition_range_min | condition_range_max | range_source
Clozapina,Antipsicotico atipico,Anorexia nervosa,bulimia_anorexia,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,100,300,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Clozaril Prescribing Information; Maudsley Prescribing Guidelines; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=883b5d43-0339-7dc1-f775-93791fb9b978",condition_range | condition_range_min | condition_range_max | range_source
Clozapina,Antipsicotico atipico,Esquizofrenia e transtornos psicoticos,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,300,450,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Clozaril Prescribing Information; Maudsley Prescribing Guidelines; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=883b5d43-0339-7dc1-f775-93791fb9b978",condition_key | condition_range | condition_range_min | condition_range_max | range_source
Clozapina,Antipsicotico atipico,Esquizofrenia resistente,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,300,450,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Clozaril Prescribing Information; Maudsley Prescribing Guidelines; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=883b5d43-0339-7dc1-f775-93791fb9b978",condition_key | condition_range | condition_range_min | condition_range_max | range_source
Clozapina,Antipsicotico atipico,Anorexia nervosa,bulimia_anorexia,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,300,450,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Clozaril Prescribing Information; Maudsley Prescribing Guidelines; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=883b5d43-0339-7dc1-f775-93791fb9b978",condition_range | condition_range_min | condition_range_max | range_source
Clozapina,Antipsicotico atipico,Esquizofrenia e transtornos psicoticos,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,450,900,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Clozaril Prescribing Information; Maudsley Prescribing Guidelines; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=883b5d43-0339-7dc1-f775-93791fb9b978",condition_key | condition_range | condition_range_min | condition_range_max | range_source
Clozapina,Antipsicotico atipico,Esquizofrenia resistente,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,450,900,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Clozaril Prescribing Information; Maudsley Prescribing Guidelines; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=883b5d43-0339-7dc1-f775-93791fb9b978",condition_key | condition_range | condition_range_min | condition_range_max | range_source
Clozapina,Antipsicotico atipico,Anorexia nervosa,bulimia_anorexia,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,450,900,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Clozaril Prescribing Information; Maudsley Prescribing Guidelines; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=883b5d43-0339-7dc1-f775-93791fb9b978",condition_range | condition_range_min | condition_range_max | range_source
Clozapina,Antipsicotico atipico,Esquizofrenia e transtornos psicoticos,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,1,2,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Clozaril Prescribing Information; Maudsley Prescribing Guidelines; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=883b5d43-0339-7dc1-f775-93791fb9b978",condition_key | condition_range | condition_range_min | condition_range_max | range_source
Clozapina,Antipsicotico atipico,Esquizofrenia resistente,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,1,2,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Clozaril Prescribing Information; Maudsley Prescribing Guidelines; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=883b5d43-0339-7dc1-f775-93791fb9b978",condition_key | condition_range | condition_range_min | condition_range_max | range_source
Clozapina,Antipsicotico atipico,Anorexia nervosa,bulimia_anorexia,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,1,2,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Clozaril Prescribing Information; Maudsley Prescribing Guidelines; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=883b5d43-0339-7dc1-f775-93791fb9b978",condition_range | condition_range_min | condition_range_max | range_source
Desipramina,Triciclico,Transtorno depressivo maior,depressao_ansiosa,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,25,50,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Norpramin Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; Maudsley.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a3b4b25d-0ddb-4531-badb-f1ba3168ac07",condition_range | condition_range_min | condition_range_max | range_source
Desipramina,Triciclico,Anorexia nervosa,bulimia_anorexia,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,25,50,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Norpramin Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; Maudsley.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a3b4b25d-0ddb-4531-badb-f1ba3168ac07",condition_range | condition_range_min | condition_range_max | range_source
Desipramina,Triciclico,Transtorno depressivo maior,depressao_ansiosa,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,100,200,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Norpramin Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; Maudsley.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a3b4b25d-0ddb-4531-badb-f1ba3168ac07",condition_range | condition_range_min | condition_range_max | range_source
Desipramina,Triciclico,Anorexia nervosa,bulimia_anorexia,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,100,200,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Norpramin Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; Maudsley.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a3b4b25d-0ddb-4531-badb-f1ba3168ac07",condition_range | condition_range_min | condition_range_max | range_source
Desipramina,Triciclico,Transtorno depressivo maior,depressao_ansiosa,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,300,300,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Norpramin Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; Maudsley.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a3b4b25d-0ddb-4531-badb-f1ba3168ac07",condition_range | condition_range_min | condition_range_max | range_source
Desipramina,Triciclico,Anorexia nervosa,bulimia_anorexia,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,300,300,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Norpramin Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; Maudsley.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a3b4b25d-0ddb-4531-badb-f1ba3168ac07",condition_range | condition_range_min | condition_range_max | range_source
Divalproato,Anticonvulsivante/estabilizador,Transtorno bipolar - episodio depressivo,depressao_ansiosa,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,500,2500,PENDENTE_PESQUISAR,DM; CANMAT-ISBD; GG,condition_range | condition_range_min | condition_range_max | range_source | strategy_if_range_missing
Divalproato,Anticonvulsivante/estabilizador,Transtorno bipolar - manutencao,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,500,2500,PENDENTE_PESQUISAR,DM; CANMAT-ISBD; GG,condition_key | condition_range | condition_range_min | condition_range_max | range_source | strategy_if_range_missing
Divalproato,Anticonvulsivante/estabilizador,Anorexia nervosa,bulimia_anorexia,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,500,2500,PENDENTE_PESQUISAR,DM; CANMAT-ISBD; GG,condition_range | condition_range_min | condition_range_max | range_source | strategy_if_range_missing
Dosulepina,Triciclico,Anorexia nervosa,bulimia_anorexia,RESEARCH_REQUIRED_NO_COMPARABLE_RANGE,nao cadastrado,25,75,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"UK SmPC, Dosulepin Hydrochloride; British National Formulary; NICE Depression Guideline; Goodman & Gilman, 14ª ed.; DM:PENDENTE_PESQUISAR",dose_effect_band | dominant_effect | mechanism_or_target | condition_range | condition_range_min | condition_range_max | range_source | dose_effect_source
Dosulepina,Triciclico,Anorexia nervosa,bulimia_anorexia,RESEARCH_REQUIRED_NO_COMPARABLE_RANGE,nao cadastrado,75,150,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"UK SmPC, Dosulepin Hydrochloride; British National Formulary; NICE Depression Guideline; Goodman & Gilman, 14ª ed.; DM:PENDENTE_PESQUISAR",dose_effect_band | dominant_effect | mechanism_or_target | condition_range | condition_range_min | condition_range_max | range_source | dose_effect_source
Dosulepina,Triciclico,Anorexia nervosa,bulimia_anorexia,RESEARCH_REQUIRED_NO_COMPARABLE_RANGE,nao cadastrado,225,225,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"UK SmPC, Dosulepin Hydrochloride; British National Formulary; NICE Depression Guideline; Goodman & Gilman, 14ª ed.; DM:PENDENTE_PESQUISAR",dose_effect_band | dominant_effect | mechanism_or_target | condition_range | condition_range_min | condition_range_max | range_source | dose_effect_source
Doxepina,Triciclico,Insonia,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,1,6,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Silenor Prescribing Information; DailyMed, Doxepin Hydrochloride Capsules; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c42333f8-1add-4f33-9458-6fe4436874a1",condition_key | condition_range | condition_range_min | condition_range_max | range_source
Doxepina,Triciclico,Dor neuropatica ou sindromes dolorosas,dor,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,1,6,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Silenor Prescribing Information; DailyMed, Doxepin Hydrochloride Capsules; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c42333f8-1add-4f33-9458-6fe4436874a1",condition_range | condition_range_min | condition_range_max | range_source
